"original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat","GTSearch"
"Urticaceae","Coussapoa sprucei Mildbr.","Coussapoa sprucei Mildbr.",81607,"Urticaceae","Coussapoa sprucei Mildbr.",81607,,"LFB","name ok","","Coussapoa sprucei","NATIVA","Endemica/Amazônia","BR-RR-BR-PA-BR-AM","Arbusto-Árvore","Floresta Ciliar ou Galeria-Floresta de Terra Firme","Hemiepífita-Terrícola","sim"
"Vochysiaceae","Qualea ingens Warm.","Qualea ingens Warm.",33317,"Vochysiaceae","Qualea ingens Warm.",33317,,"LFB","name ok","","Qualea ingens","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-GO-BR-MT-BR-TO-BR-PA-BR-AM","Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Vochysiaceae","Vochysia discolor Warm.","Vochysia discolor Warm.",103470,"Vochysiaceae","Vochysia discolor Warm.",103470,"cinzeiro-PORTUGUES-Minas Gerais","LFB","name ok","","Vochysia discolor","NATIVA","Endemica/Cerrado","BR-MG","Arbusto-Árvore","Campo rupestre-Cerrado (lato sensu)","Terrícola","sim"
"Vochysiaceae","Vochysia lucida C.Presl","Vochysia lucida C.Presl",21584,"Vochysiaceae","Vochysia lucida C.Presl",21584,"Mucerengue (ou Musserengue)-PORTUGUES-Bahia/Pau-de-rato-PORTUGUES-Bahia/Tapiroroca-PORTUGUES-Bahia/Tapororoca-PORTUGUES-Bahia","LFB","name ok","","Vochysia lucida","NATIVA","Endemica/Mata Atlântica","BR-PE-BR-SE-BR-BA","Arbusto-Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Vochysiaceae","Vochysia oppugnata (Vell.) Warm.","Vochysia oppugnata (Vell.) Warm.",15310,"Vochysiaceae","Vochysia oppugnata (Vell.) Warm.",15310,"canela-santa-PORTUGUES-NA/cinzeiro-PORTUGUES-NA/congonha-do-campo-PORTUGUES-NA/congonheiro-PORTUGUES-NA/guaruba-PORTUGUES-NA/jacatirão-branco-PORTUGUES-NA/louro-d'água-PORTUGUES-NA/murici-PORTUGUES-NA/murici-barrigad'água-PORTUGUES-NA/murici-branco-PORTUGUES-NA/muricica-PORTUGUES-NA/pau-de-brincos-PORTUGUES-NA/pau-de-cinza-PORTUGUES-NA/pau-de-lágrima-PORTUGUES-NA/rabo-de-arara-PORTUGUES-NA/rabo-de-tucano-PORTUGUES-NA","LFB","name ok","","Vochysia oppugnata","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-BA-BR-SP-BR-RJ-BR-DF","Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Vochysiaceae","Vochysia saldanhana Warm.","Vochysia saldanhana Warm.",15317,"Vochysiaceae","Vochysia saldanhana Warm.",15317,"canela santa-PORTUGUES-Rio de Janeiro/Muricy-PORTUGUES-Rio de Janeiro","LFB","name ok","","Vochysia saldanhana","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Árvore",,"Terrícola","sim"
"Fabaceae","Acosmium diffusissimum (Mohlenbr.) Yakovlev","Acosmium diffusissimum (Mohlenbr.) Yakovlev",18007,"Fabaceae","Acosmium diffusissimum (Mohlenbr.) Yakovlev",18007,"lombo-preto-PORTUGUES-Nordeste","LFB","name ok","","Acosmium diffusissimum","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-MG-BR-BA","Árvore","Caatinga (stricto sensu)-Floresta Estacional Decidual","Rupícola-Terrícola","sim"
"Fabaceae","Aeschynomene monteiroi Afr.Fern. & P.Bezerra","Aeschynomene monteiroi Afr.Fern. & P.Bezerra",78991,"Fabaceae","Aeschynomene monteiroi Afr.Fern. & P.Bezerra",78991,,"LFB","name ok","","Aeschynomene monteiroi","NATIVA","Endemica/Caatinga","BR-PE-BR-PB-BR-RN-BR-PI-BR-CE-BR-BA","Arbusto-Árvore-Subarbusto","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Decidual","Terrícola","sim"
"Fabaceae","Androcalymma glabrifolium Dwyer","Androcalymma glabrifolium Dwyer",82643,"Fabaceae","Androcalymma glabrifolium Dwyer",82643,,"LFB","name ok","","Androcalymma glabrifolium","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Bauhinia aureopunctata Ducke","Bauhinia aureopunctata Ducke",78512,"Fabaceae","Bauhinia aureopunctata Ducke",78512,,"LFB","name ok","","Bauhinia aureopunctata","NATIVA","Endemica/Amazônia","BR-RO-BR-PA","Árvore","Floresta de Terra Firme",,"sim"
"Fabaceae","Bauhinia bicolor (Bong.) Steud.","Bauhinia bicolor (Bong.) Steud.",106585,"Fabaceae","Bauhinia bicolor (Bong.) Steud.",106585,,"LFB","name ok","","Bauhinia bicolor","NATIVA","Endemica/Cerrado","BR-MS","Arbusto-Árvore-Subarbusto","Cerrado (lato sensu)",,"sim"
"Fabaceae","Bauhinia membranacea Benth.","Bauhinia membranacea Benth.",27790,"Fabaceae","Bauhinia membranacea Benth.",27790,,"LFB","name ok","","Bauhinia membranacea","NATIVA","Endemica/Cerrado","BR-MG-BR-PI-BR-BA-BR-TO-BR-GO","Arbusto-Árvore","Cerrado (lato sensu)-Floresta Estacional Decidual-Floresta Estacional Semidecidual",,"sim"
"Fabaceae","Bauhinia piresii Vaz & G.P. Lewis","Bauhinia piresii Vaz & G.P. Lewis",583062,"Fabaceae","Bauhinia piresii Vaz & G.P. Lewis",583062,,"LFB",,"","Bauhinia piresii","NATIVA","Endemica/Amazônia","BR-PA","Árvore","Floresta de Terra Firme","Terrícola",
"Fabaceae","Bauhinia uberlandiana Vaz & G.P. Lewis","Bauhinia uberlandiana Vaz & G.P. Lewis",583063,"Fabaceae","Bauhinia uberlandiana Vaz & G.P. Lewis",583063,,"LFB",,"","Bauhinia uberlandiana","NATIVA","Endemica/Cerrado","BR-MG","Árvore","Floresta Estacional Decidual","Terrícola",
"Fabaceae","Calliandra duckei Barneby","Calliandra duckei Barneby",18186,"Fabaceae","Calliandra duckei Barneby",18186,,"LFB","name ok","","Calliandra duckei","NATIVA","Endemica/Caatinga","BR-PE","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Cenostigma nordestinum E. Gagnon & G.P. Lewis","Cenostigma nordestinum E. Gagnon & G.P. Lewis",605753,"Fabaceae","Cenostigma nordestinum E. Gagnon & G.P. Lewis",605753,,"LFB",,"","Cenostigma nordestinum","NATIVA","Endemica/Caatinga","BR-RN-BR-PI-BR-PE-BR-PB-BR-CE-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Chamaecrista amabilis H.S.Irwin & Barneby","Chamaecrista amabilis H.S.Irwin & Barneby",18290,"Fabaceae","Chamaecrista amabilis H.S.Irwin & Barneby",18290,,"LFB","name ok","","Chamaecrista amabilis","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Fabaceae","Chamaecrista amorimii Barneby","Chamaecrista amorimii Barneby",18292,"Fabaceae","Chamaecrista amorimii Barneby",18292,"sucupira-preta-PORTUGUES-Bahia","LFB","name ok","","Chamaecrista amorimii","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Chamaecrista celiae (H.S.Irwin & Barneby) H.S.Irwin & Barneby","Chamaecrista celiae (H.S.Irwin & Barneby) H.S.Irwin & Barneby",27878,"Fabaceae","Chamaecrista celiae (H.S.Irwin & Barneby) H.S.Irwin & Barneby",27878,,"LFB","name ok","","Chamaecrista celiae","NATIVA","Endemica/Cerrado","BR-MG","Arbusto-Árvore","Campo rupestre","Terrícola","sim"
"Fabaceae","Chamaecrista fulgida Barneby","Chamaecrista fulgida Barneby",27955,"Fabaceae","Chamaecrista fulgida Barneby",27955,,"LFB","name ok","","Chamaecrista fulgida","NATIVA","Endemica/Cerrado","BR-GO","Arbusto-Árvore","Campo rupestre-Cerrado (lato sensu)","Terrícola","sim"
"Fabaceae","Chamaecrista lentiscifolia (Benth.) H.S.Irwin & Barneby","Chamaecrista lentiscifolia (Benth.) H.S.Irwin & Barneby",27984,"Fabaceae","Chamaecrista lentiscifolia (Benth.) H.S.Irwin & Barneby",27984,,"LFB","name ok","","Chamaecrista lentiscifolia","NATIVA","Endemica/Cerrado","BR-MG","Árvore","Cerrado (lato sensu)","Terrícola","sim"
"Fabaceae","Chamaecrista machaeriifolia (Benth.) H.S.Irwin & Barneby","Chamaecrista machaeriifolia (Benth.) H.S.Irwin & Barneby",27994,"Fabaceae","Chamaecrista machaeriifolia (Benth.) H.S.Irwin & Barneby",27994,,"LFB","name ok","","Chamaecrista machaeriifolia","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-DF-BR-MG-BR-BA-BR-RO-BR-MT-BR-GO","Arbusto-Árvore","Campo rupestre-Cerrado (lato sensu)","Terrícola","sim"
"Fabaceae","Chamaecrista nuda (H.S.Irwin & Barneby) H.S.Irwin & Barneby","Chamaecrista nuda (H.S.Irwin & Barneby) H.S.Irwin & Barneby",28010,"Fabaceae","Chamaecrista nuda (H.S.Irwin & Barneby) H.S.Irwin & Barneby",28010,,"LFB","name ok","","Chamaecrista nuda","NATIVA","Endemica/Cerrado","BR-MG","Arbusto-Árvore-Subarbusto","Campo rupestre","Terrícola","sim"
"Fabaceae","Chamaecrista pteropoda Barneby","Chamaecrista pteropoda Barneby",78644,"Fabaceae","Chamaecrista pteropoda Barneby",78644,,"LFB","name ok","","Chamaecrista pteropoda","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Chamaecrista spinulosa (H.S.Irwin & Barneby) H.S.Irwin & Barneby","Chamaecrista spinulosa (H.S.Irwin & Barneby) H.S.Irwin & Barneby",28082,"Fabaceae","Chamaecrista spinulosa (H.S.Irwin & Barneby) H.S.Irwin & Barneby",28082,,"LFB","name ok","","Chamaecrista spinulosa","NATIVA","Endemica/Cerrado","BR-GO","Arbusto-Árvore","Campo rupestre","Terrícola","sim"
"Fabaceae","Chamaecrista subpeltata (Rizzini) H.S.Irwin & Barneby","Chamaecrista subpeltata (Rizzini) H.S.Irwin & Barneby",104861,"Fabaceae","Chamaecrista subpeltata (Rizzini) H.S.Irwin & Barneby",104861,"candeia-preta-PORTUGUES-MA","LFB","name ok","","Chamaecrista subpeltata","NATIVA","Endemica/Cerrado","BR-MA","Árvore","Floresta Estacional Semidecidual","Terrícola","sim"
"Fabaceae","Chamaecrista unijuga (Benth.) Conc. et al.","Chamaecrista unijuga (Benth.) Conc. et al.",105504,"Fabaceae","Chamaecrista unijuga (Benth.) Conc. et al.",105504,,"LFB","name ok","","Chamaecrista unijuga","NATIVA","Endemica/Mata Atlântica","BR-SE-BR-PE-BR-AL","Arbusto-Árvore","Restinga","Terrícola",
"Fabaceae","Copaifera cearensis Huber ex Ducke","Copaifera cearensis Huber ex Ducke",78649,"Fabaceae","Copaifera cearensis Huber ex Ducke",78649,,"LFB","name ok","","Copaifera cearensis","NATIVA","Endemica/Caatinga","BR-RJ-BR-PI-BR-CE-BR-BA","Árvore","Caatinga (stricto sensu)-Floresta Estacional Perenifólia-Floresta Estacional Semidecidual","Terrícola","sim"
"Fabaceae","Copaifera piresii Ducke","Copaifera piresii Ducke",82971,"Fabaceae","Copaifera piresii Ducke",82971,"Copaíba-PORTUGUES-N/Copaíba-angelim-PORTUGUES-N","LFB","name ok","","Copaifera piresii","NATIVA","Endemica/Amazônia","BR-RO-BR-PA-BR-MT","Arbusto-Árvore","Campinarana-Floresta de Terra Firme-Floresta de Várzea","Terrícola","sim"
"Fabaceae","Coursetia vicioides (Nees & Mart.) Benth.","Coursetia vicioides (Nees & Mart.) Benth.",18440,"Fabaceae","Coursetia vicioides (Nees & Mart.) Benth.",18440,,"LFB","name ok","","Coursetia vicioides","NATIVA","Endemica/Caatinga","BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Cynometra macrocarpa A.S.Tav.","Cynometra macrocarpa A.S.Tav.",83004,"Fabaceae","Cynometra macrocarpa A.S.Tav.",83004,,"LFB","name ok","","Cynometra macrocarpa","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Cynometra marleneae A.S.Tav.","Cynometra marleneae A.S.Tav.",83007,"Fabaceae","Cynometra marleneae A.S.Tav.",83007,,"LFB","name ok","","Cynometra marleneae","NATIVA","Endemica/Amazônia","BR-PA","Árvore","Floresta de Igapó-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo","Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo",135541,"Fabaceae","Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo",135541,,"LFB","name ok","","Dahlstedtia lewisiana","NATIVA","Endemica/Mata Atlântica","BR-SC","Árvore",,"Terrícola","sim"
"Fabaceae","Dicymbe amazonica Ducke","Dicymbe amazonica Ducke",78673,"Fabaceae","Dicymbe amazonica Ducke",78673,,"LFB","name ok","","Dicymbe amazonica","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Dicymbe arenicola W.A.Rodrigues","Dicymbe arenicola W.A.Rodrigues",83073,"Fabaceae","Dicymbe arenicola W.A.Rodrigues",83073,,"LFB","name ok","","Dicymbe arenicola","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Campinarana-Savana Amazônica","Terrícola","sim"
"Fabaceae","Dimorphandra parviflora Spruce ex Benth.","Dimorphandra parviflora Spruce ex Benth.",78684,"Fabaceae","Dimorphandra parviflora Spruce ex Benth.",78684,,"LFB","name ok","","Dimorphandra parviflora","NATIVA","Endemica/Amazônia","BR-RO-BR-PA-BR-AP-BR-AM-BR-MT","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Eperua praesagata R.S.Cowan","Eperua praesagata R.S.Cowan",83167,"Fabaceae","Eperua praesagata R.S.Cowan",83167,,"LFB","name ok","","Eperua praesagata","NATIVA","Endemica/Amazônia","BR-PA","Árvore","Floresta de Terra Firme-Floresta de Várzea","Terrícola","sim"
"Fabaceae","Erythrostemon calycina (Benth.) L.P.Queiroz","Erythrostemon calycina (Benth.) L.P.Queiroz",109823,"Fabaceae","Erythrostemon calycina (Benth.) L.P.Queiroz",109823,,"LFB","name ok","","Erythrostemon calycina","NATIVA","Endemica/Caatinga","BR-PE-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola",
"Fabaceae","Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo","Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo",604374,"Fabaceae","Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo",604374,"Jatobá-do-cangaço-PORTUGUES-Nordeste do Brasil","LFB","name ok","","Hymenaea cangaceira","NATIVA","Endemica/Caatinga","BR-PE-BR-PB-BR-CE-BR-BA","Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Leptolobium multijugum Sch.Rodr. & A.M.G.Azevedo","Leptolobium multijugum Sch.Rodr. & A.M.G.Azevedo",122554,"Fabaceae","Leptolobium multijugum Sch.Rodr. & A.M.G.Azevedo",122554,,"LFB","name ok","","Leptolobium multijugum","NATIVA","Endemica/Cerrado","BR-MT-BR-GO","Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Fabaceae","Lonchocarpus praecox Mart. ex Benth.","Lonchocarpus praecox Mart. ex Benth.",18695,"Fabaceae","Lonchocarpus praecox Mart. ex Benth.",18695,,"LFB","name ok","","Lonchocarpus praecox","NATIVA","Endemica/Caatinga","BR-MG","Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Luetzelburgia amazonica D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima","Luetzelburgia amazonica D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",83297,"Fabaceae","Luetzelburgia amazonica D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",83297,,"LFB","name ok","","Luetzelburgia amazonica","NATIVA","Endemica/Amazônia","BR-RO","Árvore","Floresta Estacional Semidecidual","Terrícola","sim"
"Fabaceae","Luetzelburgia neurocarpa D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima","Luetzelburgia neurocarpa D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",101465,"Fabaceae","Luetzelburgia neurocarpa D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",101465,"Carne-d'anta-PORTUGUES-Bahia","LFB","name ok","","Luetzelburgia neurocarpa","NATIVA","Endemica/Caatinga","BR-BA","Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Machaerium caratinganum Kuhlm. & Hoehne","Machaerium caratinganum Kuhlm. & Hoehne",101137,"Fabaceae","Machaerium caratinganum Kuhlm. & Hoehne",101137,"Jacarandá-roseira-PORTUGUES-NA","LFB","name ok","","Machaerium caratinganum","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA","Arbusto-Árvore-Liana/volúvel/trepadeira","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Macrolobium conjunctum R.S.Cowan","Macrolobium conjunctum R.S.Cowan",83341,"Fabaceae","Macrolobium conjunctum R.S.Cowan",83341,,"LFB","name ok","","Macrolobium conjunctum","NATIVA","Endemica/Amazônia","BR-PA","Árvore","Campinarana-Floresta de Igapó-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Macrolobium duckeanum R.S.Cowan","Macrolobium duckeanum R.S.Cowan",83345,"Fabaceae","Macrolobium duckeanum R.S.Cowan",83345,,"LFB","name ok","","Macrolobium duckeanum","NATIVA","Endemica/Amazônia","BR-PA","Arbusto-Árvore","Campinarana-Floresta Ciliar ou Galeria","Terrícola","sim"
"Fabaceae","Macrolobium urupaense Hoehne","Macrolobium urupaense Hoehne",115698,"Fabaceae","Macrolobium urupaense Hoehne",115698,,"LFB","name ok","","Macrolobium urupaense","NATIVA","Endemica/Amazônia","BR-MT-BR-PA","Arbusto-Árvore","Campinarana-Savana Amazônica","Terrícola","sim"
"Fabaceae","Mimosa bispiculata Barneby","Mimosa bispiculata Barneby",31078,"Fabaceae","Mimosa bispiculata Barneby",31078,,"LFB","name ok","","Mimosa bispiculata","NATIVA","Endemica/Cerrado","BR-MG","Árvore-Subarbusto","Campo rupestre","Terrícola",
"Fabaceae","Mimosa capito Barneby","Mimosa capito Barneby",31096,"Fabaceae","Mimosa capito Barneby",31096,,"LFB","name ok","","Mimosa capito","NATIVA","Endemica/Cerrado","BR-GO","Árvore","Campo rupestre","Terrícola",
"Fabaceae","Mimosa dominarum Barneby","Mimosa dominarum Barneby",31145,"Fabaceae","Mimosa dominarum Barneby",31145,,"LFB","name ok","","Mimosa dominarum","NATIVA","Endemica/Cerrado","BR-GO-BR-DF","Árvore","Campo rupestre-Cerrado (lato sensu)","Terrícola",
"Fabaceae","Mimosa gardneri Benth.","Mimosa gardneri Benth.",31162,"Fabaceae","Mimosa gardneri Benth.",31162,,"LFB","name ok","","Mimosa gardneri","NATIVA","Endemica/Cerrado","BR-GO","Arbusto-Árvore","Cerrado (lato sensu)","Terrícola",
"Fabaceae","Mimosa hebecarpa Benth.","Mimosa hebecarpa Benth.",31175,"Fabaceae","Mimosa hebecarpa Benth.",31175,"Angico-PORTUGUES-NA/Angico-do-cerrado-PORTUGUES-NA/Angico-do-campo-PORTUGUES-NA","LFB","name ok","","Mimosa hebecarpa","NATIVA","/Cerrado","BR-MT-BR-MS-BR-GO","Arbusto-Árvore","Cerrado (lato sensu)","Terrícola",
"Fabaceae","Mimosa neonitens (Benth.) L.M. Borges","Mimosa neonitens (Benth.) L.M. Borges",604069,"Fabaceae","Mimosa neonitens (Benth.) L.M. Borges",604069,,"LFB","name ok","","Mimosa neonitens","NATIVA","Endemica/Cerrado","BR-MG","Árvore","Campo rupestre-Cerrado (lato sensu)",,
"Fabaceae","Mimosa rheiptera Barneby","Mimosa rheiptera Barneby",31322,"Fabaceae","Mimosa rheiptera Barneby",31322,,"LFB","name ok","","Mimosa rheiptera","NATIVA","Endemica/Cerrado","BR-GO","Árvore","Campo Limpo-Cerrado (lato sensu)","Terrícola","sim"
"Fabaceae","Mimosa sobralii Grings & O.S. Ribas","Mimosa sobralii Grings & O.S. Ribas",129847,"Fabaceae","Mimosa sobralii Grings & O.S. Ribas",129847,,"LFB",,"","Mimosa sobralii","NATIVA","Endemica/","BR-RS","Árvore",,"Terrícola","sim"
"Fabaceae","Mimosa urandiensis J.Santos-Silva, M.F.Simon & A.M.G.Azevedo","Mimosa urandiensis J.Santos-Silva, M.F.Simon & A.M.G.Azevedo",128484,"Fabaceae","Mimosa urandiensis J.Santos-Silva, M.F.Simon & A.M.G.Azevedo",128484,,"LFB","name ok","","Mimosa urandiensis","NATIVA","Endemica/Caatinga","BR-BA","Árvore","Caatinga (stricto sensu)","Terrícola",
"Fabaceae","Muellera laticifera (M.J. Silva et al.) M.J. Silva & A.M.G. Azevedo","Muellera laticifera (M.J. Silva et al.) M.J. Silva & A.M.G. Azevedo",134217,"Fabaceae","Muellera laticifera (M.J. Silva et al.) M.J. Silva & A.M.G. Azevedo",134217,,"LFB","name ok","","Muellera laticifera","NATIVA","Endemica/Caatinga","BR-MG-BR-PE-BR-PB-BR-BA","Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Muellera nitens M.J. Silva & A.M.G. Azevedo","Muellera nitens M.J. Silva & A.M.G. Azevedo",135539,"Fabaceae","Muellera nitens M.J. Silva & A.M.G. Azevedo",135539,,"LFB","name ok","","Muellera nitens","NATIVA","Endemica/","BR-PE-BR-BA","Arbusto-Árvore","Vegetação Sobre Afloramentos Rochosos","Terrícola","sim"
"Fabaceae","Myrocarpus leprosus Pickel","Myrocarpus leprosus Pickel",101156,"Fabaceae","Myrocarpus leprosus Pickel",101156,,"LFB","name ok","","Myrocarpus leprosus","NATIVA","Endemica/Mata Atlântica","BR-SP","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Ormosia froesii Rudd","Ormosia froesii Rudd",115577,"Fabaceae","Ormosia froesii Rudd",115577,,"LFB","name ok","","Ormosia froesii","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme","Terrícola","sim"
"Fabaceae","Ormosia limae D.B.O.S.Cardoso & L.P.Queiroz","Ormosia limae D.B.O.S.Cardoso & L.P.Queiroz",120563,"Fabaceae","Ormosia limae D.B.O.S.Cardoso & L.P.Queiroz",120563,,"LFB","name ok","","Ormosia limae","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima","Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima",581910,"Fabaceae","Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima",581910,,"LFB","name ok","","Ormosia timboensis","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Fabaceae","Panurea bowdichioides C.H.Stirt. ex Povydysh & M.Yu.Gontsch.","Panurea bowdichioides C.H.Stirt. ex Povydysh & M.Yu.Gontsch.",130134,"Fabaceae","Panurea bowdichioides C.H.Stirt. ex Povydysh & M.Yu.Gontsch.",130134,,"LFB","name ok","","Panurea bowdichioides","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Campinarana","Terrícola","sim"
"Fabaceae","Paramachaerium krukovii Rudd","Paramachaerium krukovii Rudd",109317,"Fabaceae","Paramachaerium krukovii Rudd",109317,,"LFB","name ok","","Paramachaerium krukovii","NATIVA","Endemica/Amazônia","BR-RO","Árvore","Floresta de Igapó-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",602728,"Fabaceae","Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",602728,"Pau-brasil-PORTUGUES-Brasil/Ibitapitanga-PORTUGUES-Brasil","LFB","name ok","","Paubrasilia echinata","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-RJ-BR-SE-BR-RN-BR-PE-BR-PB-BR-BA-BR-AL","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Fabaceae","Peltogyne excelsa Ducke","Peltogyne excelsa Ducke",78749,"Fabaceae","Peltogyne excelsa Ducke",78749,,"LFB","name ok","","Peltogyne excelsa","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Peltogyne micrantha Ducke","Peltogyne micrantha Ducke",78754,"Fabaceae","Peltogyne micrantha Ducke",78754,,"LFB","name ok","","Peltogyne micrantha","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Igapó","Terrícola",
"Fabaceae","Piptadenia loefgreniana Hoehne","Piptadenia loefgreniana Hoehne",18951,"Fabaceae","Piptadenia loefgreniana Hoehne",18951,,"LFB","name ok","","Piptadenia loefgreniana","NATIVA","Endemica/Mata Atlântica","BR-SP","Árvore","Área Antrópica","Terrícola","sim"
"Fabaceae","Pterocarpus monophyllus B.B.Klitgaard, L.P.de Queiroz & G.P.Lewis","Pterocarpus monophyllus B.B.Klitgaard, L.P.de Queiroz & G.P.Lewis",19001,"Fabaceae","Pterocarpus monophyllus B.B.Klitgaard, L.P.de Queiroz & G.P.Lewis",19001,,"LFB","name ok","","Pterocarpus monophyllus","NATIVA","Endemica/Caatinga","BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)-Floresta Estacional Decidual","Terrícola","sim"
"Fabaceae","Pterocarpus ternatus Rizzini","Pterocarpus ternatus Rizzini",79141,"Fabaceae","Pterocarpus ternatus Rizzini",79141,,"LFB",,"","Pterocarpus ternatus","NATIVA","Endemica/Caatinga","BR-BA","Árvore","Caatinga (stricto sensu)-Floresta Estacional Decidual-Floresta Estacional Semidecidual","Terrícola","sim"
"Fabaceae","Senegalia cearensis Terra & Garcia","Senegalia cearensis Terra & Garcia",603878,"Fabaceae","Senegalia cearensis Terra & Garcia",603878,,"LFB","name ok","","Senegalia cearensis","NATIVA","Endemica/Caatinga","BR-CE","Arbusto-Árvore",,,
"Fabaceae","Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger","Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger",101000,"Fabaceae","Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger",101000,,"LFB","name ok","","Senegalia giganticarpa","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA","Árvore","Floresta Estacional Decidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
